blend_name,company_name,description,flavors,vendor_location,notes,origin,price,review_date,roast,vendor_phone,vendor_website
Honey Pot Espresso,Kuma Coffee,"Evaluated as espresso. Rich, sweetly tart, very complex in the small cup: mandarin orange, layered suggestions of milk chocolate, apricot, brandy, fresh-cut fir, anise. Syrupy mouthfeel. The orange note turns ripe and sweet in the finish. Soft, delicate and impressively complex in two parts milk: chocolate-toned orange, apricot, a continued hint of fir.","['Fruity', 'Chocolatey', 'Spice']","Seattle, Washington","['Mandarin', 'Orange', 'Chocolate', 'Apricot', 'Anise']","Alto Quiel, Boquete, Panama.",$16.00/12 ounces,December 2011,Medium-Light,206-384-6092,www.kumacoffee.com
Guatemala El Diamante,Temple Coffee and Tea,"Deep, round, sweet-toned, yet gently crisp. Distinct almond notes, milk chocolate, date-like fruit in aroma and cup. Rich, well-contexted acidity; full, syrupy mouthfeel. The fruit turns banana-like in a resonant finish.","['Nutty', 'Chocolatey']","Sacramento, California","['Almond', 'Chocolate']","San Pedro Necta, Huehuetenango growing region, Guatemala.",$15.50/12 ounces,December 2011,Medium-Light,916-601-5363,www.templecoffee.com
Mocha Java,Green Mountain Coffee,"Intense aromatic complex carries in layered richness from aroma to finish. Cocoa, moist earth and leather, plum, sweetly pungent grapefruit; but you will doubtless find more. Crisp, integrated acidity; buttery mouthfeel. Long, sweet-toned, flavor-saturated finish.","['Chocolatey', 'Fruity']","Waterbury, Vermont","['Cocoa', 'Plum', 'Grapefruit']","East Africa and Java, Indonesia.",$9.49/12 ounces,December 2011,Medium,888-879-4627,www.GreenMountainCoffee.com
Guatemala Pandora Pacamara Medium-Light Roast,Cafe de Impression,"Impressively complex in both structure (sweet, bitter, savory) and aromatics. Pungently rich aroma: black currant, grapefruit, cedar, roses. All carry into the cup, where the pungent, cedary citrus notes are enveloped in almost sugary sweetness. Gently bright acidity; the mouthfeel is lightish in weight but impressively silky in texture. Flavor, particularly sweet citrus, carries deeply into the finish.","['Fruity', 'Earthy/Herbal']","Kaohsiung City, Taiwan","['Grapefruit', 'Cedar']","Huehuetenango growing region, northwestern Guatemala.",$25.00/8 ounces,December 2011,Medium,,
Panama Geisha Aroma Roast,Simon Hsieh's Aroma Roast Coffees,"Deep, sweet night flowers, lemon and grapefruit and backgrounded cocoaish dark chocolate in aroma and cup. In the cup a savory hint emerges: bay leaf perhaps. Rich, resonant acidity; lightly syrupy mouthfeel. Rather dry but intensely flavor-saturated finish.","['Fruity', 'Chocolatey']","Taoyuan City, Taiwan","['Lemon', 'Grapefruit', 'Chocolate']","Chiriqui Province, Panama.",NT $2600/8 ounces,December 2011,Medium,886-0983-749876,
Starlight Blend,Caribou Coffee,"Intense sweetness suggesting honey and dried dates supports an impressive, layered complexity: cedar, ripe orange, roasted nut, hints of rose and strawberry. Juicy acidity; lively, syrupy mouthfeel. Rich, long, flavor-saturated finish.","['Sweet', 'Earthy/Herbal', 'Fruity', 'Floral']","Minneapolis, Minnesota","['Honey', 'Cedar', 'Orange', 'Rose', 'Strawberry']",Not disclosed.,$14.99/16 ounces,November 2011,Medium,888-227-4268,www.cariboucoffee.com
Kenya Nyeri AB Gichatha-ini Signature Series,Wood-Fire Roasted Coffee,"Pure, complete, resonantly complex. Rich, grapefruity citrus, peach, honeyish flowers in aroma and cup. Ripely citrusy acidity; silky mouthfeel. Honey in particular carries into a long, resonantly flavor-saturated finish.","['Fruity', 'Sweet']","Reno, Nevada","['Peach', 'Honey']","Nyeri, Kenya.",$22.00/16 ounces,November 2011,Medium,775-856-2033,www.woodfireroasted.com
Colombia Tolimas,Turnstile Coffee Roasters,"Classically pure, brightly balanced profile. Honey, flowers, ripe lemon, with a rounding hint of cocoa in aroma and cup. Sweet, juicy acidity; syrupy mouthfeel. Flavor may fade a bit in the finish but the poised, complete structure of the coffee rings on.","['Sweet', 'Fruity', 'Chocolatey']","Belmar, New Jersey","['Honey', 'Lemon', 'Cocoa']","Tolima Department, central Colombia",$15.00/12 ounces,November 2011,Medium,732-894-9012,www.turnstilecoffee.com
Ethiopia Harrar,Conscious Cup Coffee Roasters,"Intense aroma and flavor dominated by deep, jasmine-like flowers and tartly sweet fruit: pomegranate, bergamot, raspberry. Rich, complexly expressed acidity; lightly syrupy mouthfeel. The finish is lemony, sweet, and very long.","['Fruity', 'Earthy/Herbal']","Crystal Lake, Illinois","['Pomegranate', 'Bergamot', 'Raspberry']","Harrar region of eastern Ethiopia; east Java, Indonesia.",$15.40/12 ounces,November 2011,Medium,815-356-0115,www.consciouscup.com
El Salvador Nombre de Dios,Kuma Coffee,"Fresh, naturally sweet, dominated by floral and honey notes anchored by a complicating hint of fresh-cut fir. The acidity is giddily and sweetly bright; the mouthfeel lively and somewhere between silky and creamy in texture. Long, resonant finish.",['Sweet'],"Seattle, Washington",['Honey'],"Chalatenango, El Salvador",$14.00/12 ounces,November 2011,Medium-Light,206-384-6092,www.kumacoffee.com
Panama Elida Estate Natural Process,Kuma Coffee,"Sweet-toned, grapy wine and plum-like fruit are anchored by a pungent hint of cedar in aroma and cup. Richly tart acidity; lightly syrupy mouthfeel. Deeply layered, flavor-saturated finish shows just a hint of bitterness and salt in the long, though sweetness and flavor ultimately prevail.",['Earthy/Herbal'],"Seattle, Washington",['Cedar'],"Alto Quiel, Boquete, Panama.",$14.00/12 ounces,November 2011,Medium-Light,206-384-6092,www.kumacoffee.com
Ethiopia Sidamo Guji,Lexington Coffee Roasters,"Remarkably clean-finishing dried-in-the-fruit profile. Opulently sweet but crisp: roses, nut, cocoa, molasses, black tea. Balanced, well-integrated acidity; lightly syrupy mouthfeel. Extraordinarily rich, sweet-toned, densely flavor-saturated finish.","['Chocolatey', 'Sweet', 'Earthy/Herbal']","Lexington, Virginia","['Cocoa', 'Molasses', 'Tea']","Sidama growing region, Ethiopia.",$12.50/12 ounces,October 2011,Medium-Light,800-322-6505,www.lexingtoncoffee.com
Kenya Karinga,Water Avenue Coffee Company,"Balanced, sweet-toned, pungent. Tart berry – strawberry, cranberry – cedar and multidimensional sweet and tart citrus in both aroma and cup. Smoothly rounded acidity; slightly syrupy, almost creamy mouthfeel. Bittersweet chocolate and citrus zest in the finish.","['Fruity', 'Earthy/Herbal', 'Chocolatey']","Portland, Oregon","['Strawberry', 'Cranberry', 'Cedar', 'Chocolate']","Rwafura Region, central Kenya.",$20.00/12 ounces,October 2011,Medium,503-808-7083,www.wateravenuecoffee.com
Kenya Kiandu,Gimme! Coffee,"Bright, pungent, complex. Fresh-cut fir, tartly sweet berry – strawberry, blackberry, cranberry – ripe orange and tomato in aroma and cup. Richly balanced acidity; syrupy, lively mouthfeel. Very sweet, deeply flavor-saturated finish.",['Fruity'],"Ithaca, New York","['Strawberry', 'Blackberry', 'Cranberry', 'Orange']","Nyeri County, Central Highlands, Kenya.",$23.00/12 ounces,September 2011,Medium-Light,877-446-6325,www.gimmecoffee.com
Kenya Karatu AA,Coffea Roasterie,"Sonorously bright acidity and lush yet delicate aroma and flavor: flowers, orange, nut, fresh-cut fir with a rounding hint of milk chocolate. Silkily smooth mouthfeel. The finish is sweet but crisp, dominated by an orangy chocolate.","['Fruity', 'Chocolatey']","Sioux Falls, South Dakota","['Orange', 'Chocolate']","Thika growing region, central Kenya.",$29.95/12 ounces,September 2011,Medium,605-362-9955,www.coffearoasterie.com
Kenya Giakanja,Klatch Coffee,"Strikingly distinctive profile: lavender-like flowers, crisp baker’s chocolate, strawberry-like fruit, richly pungent cedar. Crisply balanced acidity; silky, buoyantly lively mouthfeel. Rich, lavender-toned chocolate in the finish.","['Chocolatey', 'Earthy/Herbal']","Upland, California","['Chocolate', 'Cedar']","Nyeri County, Central Highlands, Kenya.",$22.95/12 ounces,September 2011,Medium-Light,877-455-2824,www.klatchroasting.com
Kenya AA Kiaora Estate Full City Roast,Strongtree Heirloom Organic Coffees,"Superb balance and complex, distinctive aromatics. Richly pungent, sweetly tart structure with cocoa-toned berry – blackberry, black currant – and hints of orange and fresh-cut fir in aroma and cup. Quietly rounded acidity; silky to lightly syrupy mouthfeel. The finish is long, smooth and flavor-saturated.",['Fruity'],"Hudson, New York","['Blackberry', 'Orange']","Kirinyaga District, Central Highlands, Kenya.",$17.00/16 ounces,September 2011,Medium,518-697-8851,www.strongtreecoffee.com
Kenya Kirinyaga Kii Peaberry Espresso,JBC Coffee Roasters,"Evaluated as espresso. In the small cup roundly balanced but engagingly complex. Melony fruit, apple, brandy, dark chocolate suggestions in both aroma and cup. Light-footed, creamy mouthfeel; deep, cleanly resonant finish with particular persistence of the dark chocolate note. Strong presence in two parts milk, dominated by a fruit-toned bittersweet chocolate.","['Fruity', 'Chocolatey']","Madison, Wisconsin","['Apple', 'Chocolate']",South-central Kenya.,$13.95/12 ounces,August 2011,Medium-Dark,608-256-5282,www.jbccoffeeroasters.com
Sumatra Lake Tawar,Bird Rock Coffee Roasters,"Pungently sweet and deep in both aroma and cup. Very complex: black cherry, grapefruit, fresh-turned earth, cedar, a hint of night flowers. Rich, grapefruit-toned acidity, lightly syrupy mouthfeel, sweetly tart finish saturated with fruit.","['Fruity', 'Earthy/Herbal']","La Jolla, California","['Cherry', 'Grapefruit', 'Cedar']","Aceh Province, northern Sumatra, Indonesia.",$15.75/12 ounces,August 2011,Medium,858-551-1707,www.birdrockcoffee.com
Espresso Nuevo,Paradise Roasters,"Evaluated as espresso. Great depth and complex range in aroma and flavor: crisp walnut and dark chocolate, cedary anise, lemon and floral top notes. Heavy, satiny mouthfeel; long, rich, sweetly resonant finish. Surprisingly delicate in two parts milk, but ultimately a sweet but complex chocolate, toffee- and mint-toned, impresses.","['Nutty', 'Chocolatey', 'Spice', 'Fruity']","Ramsey, Minnesota","['Walnut', 'Chocolate', 'Anise', 'Lemon']",Not disclosed.,$12.95/12 ounces,August 2011,Medium-Dark,763-433-0626,www.paradiseroasters.com
Nicaragua SHG,Stauf's Coffee Roasters,"Full, deep, syrupy. Aromatic wood, dark chocolate, almond, orange in aroma and cup. Rich, roundly expressed acidity, big body. Long, sweet, slightly drying finish saturated with dark chocolate and orange.","['Chocolatey', 'Nutty', 'Fruity']","Columbus, Ohio","['Chocolate', 'Almond', 'Orange']","Matagalpa and Jinotega growing regions, Nicaragua",$16.00/16 ounces,August 2011,Medium,,www.staufs.com
Costa Rica Micro Lot “Pepe” Honey Processed,Bard Coffee,"Beautifully structured coffee: rich, tart, wine-toned acidity and syrupy mouthfeel. Ripe lemon, table grape and vanilla-toned nut are expressed with great depth and resonance in aroma and cup. Balanced finish.",['Fruity'],"Portland, Maine","['Lemon', 'Grape']","Naranjo, Costa Rica.",$14.90/12 ounces,July 2011,Medium-Light,207-899-4788,www.bardcoffee.com
Panama Gesha 2011,Barrington Coffee Roasting Co.,"Complex and distinctive in aroma and cup: fresh-cut fir, sweet flowers, berry, multidimensioned citrus, cocoa.  Intense floral-toned acidity; delicately silky mouthfeel. Flavor persists deep into a smoothly balanced finish.",['Chocolatey'],"Lee, Massachusetts",['Cocoa'],"Volcán growing region, west and southwest of Volcán Barú, western Panama.",$49.95/16 ounces,July 2011,Medium,800-528-0998,www.barringtoncoffee.com
Guatemala Xeucalvitz,Coava Coffee Roasters,"Very sweet, ripe lemon, rich cocoa, backgrounded lush flowers in aroma and cup. Vivacious acidity and a mouthfeel almost effervescent in its buoyancy and liveliness. Sweet, deep, flavor-saturated finish.","['Fruity', 'Chocolatey']","Portland, Oregon","['Lemon', 'Cocoa']","El Quiche Department, south central Guatemala",$12.00/250 grams (8.8 oz.),July 2011,Medium-Light,503-894-8134,www.coavacoffee.com
Kenya Gethembwini,Cafe Grumpy,"Deeply sweet and deeply pungent with round, complexly rich Kenya fruit: grapefruit, black currant, strawberry, supported by an undercurrent of fresh-cut fir. Ringing, resonant acidity, syrupy mouthfeel, flavor-saturated finish.",['Fruity'],"Brooklyn, New York","['Grapefruit', 'Strawberry']",South-central Kenya.,$21.00/12 ounces,June 2011,Medium-Light,718-349-7623,www.cafegrumpy.com
Ibonia Kenya Peaberry,Coava Coffee Roasters,"Intense and deep yet delicately balanced, saturated from aroma through finish with famous, sweetly tart Kenya black currant sensation, a layering of ripe lemon, honey, fresh-cut fir, blackberry, flowers and, depending on one’s memory bank, probably much more. Gently rich acidity, lightly silky mouthfeel. The black currant note rings on far into the finish.","['Fruity', 'Sweet']","Portland, Oregon","['Lemon', 'Honey', 'Blackberry']","Kiambu District, Kenya.",$15.00/250 grams (8.8 oz),June 2011,Medium,503-894-8134,www.coavacoffee.com
Colombia Finca Cerro Azul,Bird Rock Coffee Roasters,"Intense, complex, inimitably distinctive aromatics and flavor: crisp cocoa, cherryish fruit, brandy, spicy tea rose, fresh pipe tobacco. Rich, fruit-toned acidity; syrupy mouthfeel; long finish with an exquisite balance of dry cocoa and sweet fruit notes.","['Chocolatey', 'Earthy/Herbal', 'Floral']","La Jolla, California","['Cocoa', 'Tea', 'Rose', 'Tobacco']","Cauca Department, southern Colombia.",$19.00/8 ounces,May 2011,Medium-Light,858-551-1707,www.birdrockcoffee.com
El Patron Nicaragua Espresso,Las Chicas Del Café,"Evaluated as espresso. Great depth and range of sensation. Between Ken (94) and co-taster Sean Kohmescher (94) about a dozen aroma/flavor descriptors surfaced, most circling around fruit (stone fruit, wine grape, berry) and nut-toned dark chocolate. Medium to full body; silky/syrupy mouthfeel; crisply dry, flavor-saturated finish. Balanced, chocolaty and berryish in two parts milk.","['Fruity', 'Chocolatey']","London, Ontario, Canada","['Grape', 'Chocolate']",Nicaragua.,CAD $13.00/16 ounces (454 grams),May 2011,Medium-Dark,519-652-3642,www.laschicasdelcafe.com
Ethiopia Yirgacheffe Addis Ketema North Italian Espresso Roast,Terroir Coffee,"Evaluated as espresso. Co-taster Sean Kohmescher (94) and Ken (94) both admired this sample’s refined complexity and chocolate-toned depth. Ken cited crisp fir and lemon complication, whereas Sean’s reading of nuance inclined more toward berry and wine. Both found the sample slightly more impressive in the small cup than in milk, but nevertheless honored its sweet chocolaty balance in two parts milk, nuanced (for Ken) by hints of flowers and lemon.",['Fruity'],"Acton, Massachusetts",['Lemon'],"Yirgacheffe growing region, southern Ethiopia.",$16.00/12 ounces,May 2011,Medium,866-444-5282,www.terroircoffee.com
Bolivia Caranavi Cenaproc Co-op,Victrola Coffee Roasters,"Evaluated as espresso. Both Ken (94) and co-taster Sean Kohmescher (94) remarked on and enjoyed distinct and subtly unusual roasted nut and fudgy (Sean’s term) chocolate notes in aroma and small cup. Also some fruit complication (orange for Ken, berry for Sean). Medium to full body, smooth mouthfeel, and a superb finish that just keeps coming, carrying subtly transforming flavor notes far into the reaches of sensory memory. Fades just a bit in two parts milk, but remains pleasing and balanced.","['Chocolatey', 'Fruity']","Seattle, Washington","['Chocolate', 'Orange']","Caranavi growing region, Bolivia.",$9.50/8 ounces (227 grams),May 2011,Medium-Dark,206-624-1725,www.victrolacoffee.com
Kenya Ndiara,Terroir Coffee,"Complex and almost giddily sweet-toned. Flowers, crisp black currant, lemon, blackberry, roasted nut carry from aroma to cup. Sweetly tart, refined acidity; light body but very smooth, silky mouthfeel. Resonant, flavor-saturated short finish simplifies just a bit in the long.",['Fruity'],"Acton, Massachusetts","['Lemon', 'Blackberry']","Kirinyaga region, south-central Kenya",$18.50/12 ounces,April 2011,Medium,866-444-5282,www.terroircoffee.com
Guatemala La Conception,Terroir Coffee,"Aromatics expand and deepen in subtle but extraordinary flavor and finish: buttery milk chocolate; sweet, lily-like flowers; ripe orange, all resonating in a long, impeccably clean but rich finish. Round, vibrant acidity; syrupy mouthfeel.","['Chocolatey', 'Fruity']","Acton, Massachusetts","['Chocolate', 'Orange']","Chimaltenango Department, Guatemala.",$16.95/12 ounces,April 2011,Medium,866-444-5282,www.terroircoffee.com
